,ticker_id,marketcap
1075,FND.US,14027353895.0
1076,UAA.US,10257804480.0
1077,WPM.US,18475304865.0
1078,HUBB.US,11315287229.0
1079,TECK.US,14234154484.0
1080,BHP.US,78801214734.0
1081,PPD.US,16610420237.0
1082,BATRK.US,33046100513.0
1083,LSXMK.US,33046100513.0
1084,FWONK.US,33046100513.0
1085,SOJD.US,66811908863.0
1086,HBANN.US,24628977866.0
1087,EBAYL.US,38390750174.0
1088,FWONA.US,33046100513.0
1090,BATRA.US,33046100513.0
1091,DRUA.US,63215623864.0
1092,FITBP.US,30446861474.0
1093,DTJ.US,25430590678.0
1094,NTRSO.US,25660700292.0
1095,ASX.US,16523655080.0
1096,WPP.US,17148369640.0
1097,ELAT.US,16125221699.0
1098,HBANO.US,14069491396.0
1100,SOJB.US,66811908863.0
1101,SIVBP.US,42187415470.0
1102,DTP.US,22110094238.0
1104,SOJA.US,26424372600.0
1105,FITBO.US,30446861474.0
1106,BDXA.US,17166567200.0
1107,DTY.US,22110094238.0
1108,WALA.US,12233276410.0
1109,PRS.US,10949400000.0
1110,SWP.US,16145821470.0
1111,TT.US,43871295475.0
1112,GFL.US,12612918032.0
1113,GFLU.US,15707975754.0
1114,ACI.US,16199891532.0
1115,ADDYY.US,68277786246.0
1116,ASMIY.US,23933391813.0
1117,BASFY.US,66020248525.0
1118,BMLP.US,57717737906.0
1119,BNPQF.US,84736342436.0
1120,DANOY.US,45556150000.0
1122,GBTC.US,33628415757.0
1123,HBANP.US,23403435202.0
1124,HEINY.US,65053735112.0
1125,IFNNY.US,64969576566.0
1126,IMBBY.US,20290989685.0
1127,IMPUY.US,10943211892.0
1128,JBSAY.US,17665840142.0
1129,MTCN.US,31911833297.0
1130,OPEN.US,13283966241.0
1131,OSH.US,10783250983.0
1132,PATH.US,24765693015.0
1133,RHHBY.US,283217075624.0
1134,RPRX.US,17016184637.0
1135,SNOW.US,104978253946.0
1136,ADRNY.US,34174291660.0
1138,AKZOY.US,21836400436.0
1139,BNPQY.US,85486221572.0
1143,GBOOY.US,18823204652.0
1144,NHYDY.US,14751957708.0
1146,REPYY.US,19245190268.0
1147,TSCDY.US,28864779925.0
1148,WMMVY.US,65462798460.0
1149,ZURVY.US,66729084065.0
1150,RDSMY.US,37725816499.0
1151,SOLVY.US,13763934080.0
1152,AHODF.US,34070242027.0
1153,AXAHF.US,71598551557.0
1154,FSUMF.US,32560054008.0
1155,HINKF.US,64483492525.0
1157,RHHBF.US,71856000000.0
1158,AAUKF.US,51109201542.0
1159,ADDDF.US,67790774915.0
1161,WOSCF.US,27163870063.0
1162,AKZOF.US,22064249562.0
1163,BFFAF.US,65873291934.0
1165,GBOOF.US,18367618504.0
1166,GPDNF.US,45462689348.0
1167,HKHHF.US,26930820708.0
1168,HKHHY.US,26985546440.0
1169,IESFY.US,143998126220.0
1170,IFNNF.US,64904280509.0
1171,NHYKF.US,14607127829.0
1172,REPYF.US,19153546505.0
1173,RHHVF.US,282043866171.0
1174,SVYSF.US,13037621866.0
1175,TSCDF.US,28785588874.0
1176,ZFSVF.US,66808827953.0
1182,HWM.US,14269080599.0
1183,CARR.US,47228878794.0
1184,OTIS.US,35425731681.0
1185,RTX.US,133288057925.0
1187,ETHE.US,13634567660.0
1188,BDXB.US,69991118768.0
1195,LI.US,26604731213.0
1196,BEKE.US,16151223859.0
1198,XPEV.US,30965915444.0
1199,QRTEV.US,43769733000.0
1200,LSPD.US,10808962687.0
1202,LUMN.US,14447146682.0
1203,U.US,46078783171.0
1204,AEPPL.US,42830538612.0
1205,IMBBF.US,19805955534.0
1206,BSY.US,16358035194.0
1207,SOJE.US,66811908863.0
1208,ASAN.US,12601044126.0
1209,PLTR.US,49915501605.0
1210,AEPPZ.US,42830538612.0
1211,DTB.US,22110094238.0
1213,LU.US,15487874045.0
1218,VTRS.US,16604950004.0
1219,HSBCPRA.US,113514582546.0
1220,QS.US,10103416778.0
1221,PUKPRA.US,53181558058.0
1223,GDXD.US,71690092009.0
1224,GDXU.US,71690092009.0
1225,DASH.US,61356029000.0
1226,ABNB.US,121465565760.0
1227,UPST.US,26020981409.0
1228,SBNYP.US,19441232696.0
1229,LBRDP.US,29342450059.0
1230,AFRM.US,32728517549.0
1231,STLA.US,32048408344.0
1233,AXON.US,11601609755.0
1234,CLVT.US,14945169743.0
1237,TSCDD.US,30196614400.0
1250,RBLX.US,42936597130.0
1252,AESC.US,16661178587.0
1253,DOCN.US,11014172278.0
1256,VIACP.US,23634487009.0
1258,SONY.US,152588112501.0
1259,COIN.US,92479296000.0
1261,APP.US,22373386103.0
1263,SOFI.US,18071314568.0
1264,SOFIW.US,11411788795.0
1277,MNDY.US,16766047558.0
1278,HBANM.US,23403435202.0
1279,BZ.US,12486232981.0
1280,TTE.US,132179892210.0
1282,DFAC.US,14909888000.0
1291,YMM.US,13678524368.0
1292,AQNU.US,11126610653.0
1293,DIDI.US,35353652832.0
1295,LCID.US,72805596599.0
1296,LCIDW.US,34767990550.0
1297,HOOD.US,24928746086.0
1298,GXO.US,10972466408.0
1299,BBWI.US,19997169711.0
1300,BERZ.US,71690092009.0
1301,BULZ.US,71690092009.0
1306,SLVYY.US,12493417088.0
1307,WOLF.US,16026347743.0
1308,OLPX.US,17518808992.0
1309,RRX.US,11231787204.0
1310,GFS.US,30043972233.0
